triad_id,directory,has_final_results,missing_files,existing_files
triad_56,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_57,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_58,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_59,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_60,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_61,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_62,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_63,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_64,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_65,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_66,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_67,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_68,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_69,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_70,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_71,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_72,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_73,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_74,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_75,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_76,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_77,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_78,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_79,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_80,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_81,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_82,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_83,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_84,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_85,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_86,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_87,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_88,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_89,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_90,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_91,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_92,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_93,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_94,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_95,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_96,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_97,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_98,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_99,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_100,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_101,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_102,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_103,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_104,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_105,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_106,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_107,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_108,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_109,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_110,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_111,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_112,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_113,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_114,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_115,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_116,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_117,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_118,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_119,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_120,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_121,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_122,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_123,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_124,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_125,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_126,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_127,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_128,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_129,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_130,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_131,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_132,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_133,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_134,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_135,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_136,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_137,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_138,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_139,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_140,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_141,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_142,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_143,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_144,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_145,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_146,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_147,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_148,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_149,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_150,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_151,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_152,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_153,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_154,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_155,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_156,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_157,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_158,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_159,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_160,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_161,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_162,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_163,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_164,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_165,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_166,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_167,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_168,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_169,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_170,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_171,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_172,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_173,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_174,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_175,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_176,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_177,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_178,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_179,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_180,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_181,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_182,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_183,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_184,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_185,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_186,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_187,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_188,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_189,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_190,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_191,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_192,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_193,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_194,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_195,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_196,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_197,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_198,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_199,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_200,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_201,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_202,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_203,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_204,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_205,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_206,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_207,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_208,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_209,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_210,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_211,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_212,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_213,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_214,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_215,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_216,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_217,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_218,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_219,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_220,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_221,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_222,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_223,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_224,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_225,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_226,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_227,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_228,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_229,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_230,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_231,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_232,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_233,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_234,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_235,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_236,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_237,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_238,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_239,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_240,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_241,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_242,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_243,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_244,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_245,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_246,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_247,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_248,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_249,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_250,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_251,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_252,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_253,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_254,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_255,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_256,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_257,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_258,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_259,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_260,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_261,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_262,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_263,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_264,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_265,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_266,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_267,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_268,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_269,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_270,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_271,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_272,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_273,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_274,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_275,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_276,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_277,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_278,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_279,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_280,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_281,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_282,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_283,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_284,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_285,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_286,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_287,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_288,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_289,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_290,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_291,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_292,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_293,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_294,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_295,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_296,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_297,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_298,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_299,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_300,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_301,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_302,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_303,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_304,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_305,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_306,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_307,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_308,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_309,data/final_generation,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_310,data/final_generation,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
